"ID","Site","Zone","Habitat","Transect","Class","Order","Family","Genus","GenusSpecies","Length","Abundance","a","b","NT","Lm","Lmax","BodyShape","DemersPelag","PriceCateg","UsedasBait","Aquarium","Importance","Comments"
"BMASF2","BMA","S","F","2","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",3,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"BMASM2","BMA","S","M","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",4,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"SSINF1","SSI","N","F","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes caurinus","25",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","public aquariums","minor commercial","Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436)."
"SSINF1","SSI","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",2,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SSINF1","SSI","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",2,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SSINF2","SSI","N","F","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes carnatus","25",1,0.0269,3,NA,17,39,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"SSINF3","SSI","N","F","3","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",2,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"SSINF3","SSI","N","F","3","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"SSISF1","SSI","S","F","1","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",3,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"SSISF1","SSI","S","F","1","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella nigricans","25",7,0.0155,3.03,2.8,NA,66,"short and / or deep","benthopelagic","medium","never/rarely","never/rarely","commercial","A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310)."
"SSISF1","SSI","S","F","1","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","25",2,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"SSISF2","SSI","S","F","2","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca lateralis","25",2,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
"SSISF2","SSI","S","F","2","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella nigricans","25",8,0.0155,3.03,2.8,NA,66,"short and / or deep","benthopelagic","medium","never/rarely","never/rarely","commercial","A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310)."
"SSISF2","SSI","S","F","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","25",1,0.01,3.07,NA,31,56,"fusiform / normal","demersal","medium","occasionally","public aquariums","minor commercial","A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
"SSISM3","SSI","S","M","3","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","25",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SSISM3","SSI","S","M","3","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"SMINF1","SMI","N","F","1","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","25",9,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"SMINF3","SMI","N","F","3","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",3,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"SMISF1","SMI","S","F","1","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",1,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMISF2","SMI","S","F","2","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",50,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMISM1","SMI","S","M","1","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",2,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMISM2","SMI","S","M","2","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",1,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"ITSENF1","ITSE","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca lateralis","25",2,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
"ITSENF1","ITSE","N","F","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes caurinus","25",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","public aquariums","minor commercial","Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436)."
"ITSENF1","ITSE","N","F","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serriceps","25",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Occur in rocky areas, usually in crevices (Ref. 2850).  Territorial (Ref. 2850).  Viviparous (Ref. 34817)."
"ITSENF1","ITSE","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",10,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSENF1","ITSE","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",10,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSENF2","ITSE","N","F","2","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",5,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSENF2","ITSE","N","F","2","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",5,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSENM1","ITSE","N","M","1","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",1,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"ITSESF3","ITSE","S","F","3","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus toxotes","25",1,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown","never/rarely","never/rarely","commercial","Adults usually found in rocky areas, also in kelp and near jetties and pilings (Ref. 2850). From Surf zone to 50 m (Ref. 96339). Often in schools (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"ITSESM3","ITSE","S","M","3","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serranoides","25",6,0.01,3.07,4.15,34.25,61,"fusiform / normal","reef-associated","medium","never/rarely","never/rarely",NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
"ITSPNF1","ITSP","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",1,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"ITSPNF1","ITSP","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",2,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSPNF1","ITSP","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",2,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSPNF2","ITSP","N","F","2","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",2,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"ITSPNM1","ITSP","N","M","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"ITSPNM2","ITSP","N","M","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"ITSPNM3","ITSP","N","M","3","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","25",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"ITSPSF1","ITSP","S","F","1","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","25",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"ITSPSF1","ITSP","S","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",3,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSPSF1","ITSP","S","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",3,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSPSF3","ITSP","S","F","3","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",1,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"ITSPSF3","ITSP","S","F","3","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","25",1,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"RETNF1","RET","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",2,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"RETNF1","RET","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","Hypsurus caryi","25",1,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
"RETNF1","RET","N","F","1","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","25",3,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"RETNF1","RET","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","25",1,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"RETNF1","RET","N","F","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes atrovirens","25",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"RETNF2","RET","N","F","2","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",1,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"RETNF2","RET","N","F","2","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","25",2,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"RETNF3","RET","N","F","3","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca lateralis","25",1,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
"RETNF3","RET","N","F","3","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","25",1,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"RETSF1","RET","S","F","1","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","25",1,0.01,3.07,NA,31,56,"fusiform / normal","demersal","medium","occasionally","public aquariums","minor commercial","A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
"RETSF2","RET","S","F","2","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","25",6,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
